1.63345E+12,0,2465.763407,2.784993757,23.92421059
1.63345E+12,0.1,2465.751369,2.78484127,23.92711158
1.63345E+12,0.2,2465.775445,2.785049936,23.92314181
1.63345E+12,0.3,2465.759394,2.784833245,23.92726426
1.63345E+12,0.4,2465.759394,2.784965667,23.92474498
1.63345E+12,0.5,2465.735317,2.784785091,23.92818037
1.63345E+12,0.6,2465.735317,2.784957641,23.92489767
1.63345E+12,0.7,2465.759394,2.784981718,23.92443962
1.63345E+12,0.8,2465.771433,2.784837257,23.92718792
1.63345E+12,0.9,2465.755381,2.784881398,23.92634816
1.63345E+12,1,2465.763407,2.784985731,23.92436328
1.63345E+12,1.1,2465.759394,2.784857321,23.92680621
1.63345E+12,1.2,2465.771433,2.784937577,23.92527938
1.63345E+12,1.3,2465.763407,2.784696809,23.9298599
1.63345E+12,1.4,2465.771433,2.785033885,23.92344718
1.63345E+12,1.5,2465.783471,2.785061974,23.92291279
1.63345E+12,1.6,2465.731305,2.78481318,23.92764597
1.63345E+12,1.7,2465.759394,2.785001782,23.92405791
1.63345E+12,1.8,2465.775445,2.784961654,23.92482133
1.63345E+12,1.9,2465.771433,2.784781078,23.92825671
1.63345E+12,2,2465.759394,2.784889424,23.92619548
1.63345E+12,2.1,2465.743343,2.78486936,23.92657719
1.63345E+12,2.2,2465.755381,2.784789104,23.92810403
1.63345E+12,2.3,2465.755381,2.785134205,23.92153865
1.63345E+12,2.4,2465.771433,2.784893437,23.92611914
1.63345E+12,2.5,2465.763407,2.784825219,23.92741695
1.63345E+12,2.6,2465.775445,2.784909488,23.92581377
1.63345E+12,2.7,2465.771433,2.784865347,23.92665353
1.63345E+12,2.8,2465.759394,2.784724899,23.9293255
1.63345E+12,2.9,2465.76742,2.784825219,23.92741695
1.63345E+12,3,2465.76742,2.784893437,23.92611914
1.63345E+12,3.1,2465.775445,2.784881398,23.92634816
1.63345E+12,3.2,2465.775445,2.784837257,23.92718792
1.63345E+12,3.3,2465.783471,2.784945603,23.92512669
1.63345E+12,3.4,2465.755381,2.784829232,23.92734061
1.63345E+12,3.5,2465.779458,2.784993757,23.92421059
1.63345E+12,3.6,2465.771433,2.784865347,23.92665353
1.63345E+12,3.7,2465.779458,2.784728912,23.92924916
1.63345E+12,3.8,2465.787484,2.784993757,23.92421059
1.63345E+12,3.9,2465.747356,2.784913501,23.92573743
1.63345E+12,4,2465.731305,2.784648656,23.930776
1.63345E+12,4.1,2465.815573,2.784989744,23.92428694
1.63345E+12,4.2,2465.76742,2.784797129,23.92795134
1.63345E+12,4.3,2465.783471,2.784997769,23.92413425
1.63345E+12,4.4,2465.747356,2.784620566,23.9313104
1.63345E+12,4.5,2465.771433,2.784993757,23.92421059
1.63345E+12,4.6,2465.747356,2.784720886,23.92940184
1.63345E+12,4.7,2465.775445,2.784821206,23.92749329
1.63345E+12,4.8,2465.779458,2.784728912,23.92924916
1.63345E+12,4.9,2465.779458,2.784961654,23.92482133
1.63345E+12,5,2465.755381,2.784821206,23.92749329
1.63345E+12,5.1,2465.76742,2.785001782,23.92405791
1.63345E+12,5.2,2465.751369,2.784708848,23.92963087
1.63345E+12,5.3,2465.771433,2.784849296,23.9269589
1.63345E+12,5.4,2465.763407,2.784889424,23.92619548
1.63345E+12,5.5,2465.775445,2.784845283,23.92703524
1.63345E+12,5.6,2465.803535,2.784781078,23.92825671
1.63345E+12,5.7,2465.787484,2.785061974,23.92291279
1.63345E+12,5.8,2465.755381,2.784765027,23.92856208
1.63345E+12,5.9,2465.799522,2.784865347,23.92665353
1.63345E+12,6,2465.787484,2.784805155,23.92779866
1.63345E+12,6.1,2465.771433,2.784945603,23.92512669
1.63345E+12,6.2,2465.787484,2.784624579,23.93123406
1.63345E+12,6.3,2465.76742,2.785025859,23.92359986
1.63345E+12,6.4,2465.751369,2.784785091,23.92818037
1.63345E+12,6.5,2465.779458,2.784777065,23.92833305
1.63345E+12,6.6,2465.775445,2.784957641,23.92489767
1.63345E+12,6.7,2465.76742,2.784716873,23.92947818
1.63345E+12,6.8,2465.783471,2.784797129,23.92795134
1.63345E+12,6.9,2465.787484,2.784789104,23.92810403
1.63345E+12,7,2465.799522,2.784684771,23.93008892
1.63345E+12,7.1,2465.723279,2.784977705,23.92451596
1.63345E+12,7.2,2465.803535,2.784752988,23.9287911
1.63345E+12,7.3,2465.743343,2.784957641,23.92489767
1.63345E+12,7.4,2465.787484,2.784748976,23.92886745
1.63345E+12,7.5,2465.815573,2.784732924,23.92917282
1.63345E+12,7.6,2465.779458,2.784973693,23.9245923
1.63345E+12,7.7,2465.775445,2.784688784,23.93001258
1.63345E+12,7.8,2465.823599,2.784660694,23.93054698
1.63345E+12,7.9,2465.795509,2.785021846,23.9236762
1.63345E+12,8,2465.735317,2.784592476,23.9318448
1.63345E+12,8.1,2465.787484,2.784837257,23.92718792
1.63345E+12,8.2,2465.775445,2.78481318,23.92764597
1.63345E+12,8.3,2465.759394,2.784708848,23.92963087
1.63345E+12,8.4,2465.771433,2.784821206,23.92749329
1.63345E+12,8.5,2465.795509,2.784765027,23.92856208
1.63345E+12,8.6,2465.783471,2.784757001,23.92871476
1.63345E+12,8.7,2465.755381,2.784761014,23.92863842
1.63345E+12,8.8,2465.791497,2.784805155,23.92779866
1.63345E+12,8.9,2465.783471,2.784757001,23.92871476
1.63345E+12,9,2465.775445,2.784801142,23.927875
1.63345E+12,9.1,2465.759394,2.784628592,23.93115772
1.63345E+12,9.2,2465.775445,2.784893437,23.92611914
1.63345E+12,9.3,2465.803535,2.784973693,23.9245923
1.63345E+12,9.4,2465.791497,2.784660694,23.93054698
1.63345E+12,9.5,2465.76742,2.784592476,23.9318448
1.63345E+12,9.6,2465.795509,2.784909488,23.92581377
1.63345E+12,9.7,2465.775445,2.784752988,23.9287911
1.63345E+12,9.8,2465.743343,2.784933565,23.92535572
1.63345E+12,9.9,2465.755381,2.784845283,23.92703524
1.63345E+12,10,2465.779458,2.784692796,23.92993624
1.63345E+12,10.1,2465.783471,2.784913501,23.92573743
1.63345E+12,10.2,2465.763407,2.784680758,23.93016526
1.63345E+12,10.3,2465.76742,2.784833245,23.92726426
1.63345E+12,10.4,2465.811561,2.784781078,23.92825671
1.63345E+12,10.5,2465.779458,2.784789104,23.92810403
1.63345E+12,10.6,2465.755381,2.784696809,23.9298599
1.63345E+12,10.7,2465.76742,2.784748976,23.92886745
1.63345E+12,10.8,2465.755381,2.784773052,23.92840939
1.63345E+12,10.9,2465.755381,2.784744963,23.92894379
1.63345E+12,11,2465.759394,2.784636617,23.93100503
1.63345E+12,11.1,2465.779458,2.784905475,23.92589011
1.63345E+12,11.2,2465.791497,2.784732924,23.92917282
1.63345E+12,11.3,2465.783471,2.784620566,23.9313104
